deskripsi,category,source,deskripsi_clean,text_length
mrt jakarta,transportasi,synthetic,mrt jakarta,11
lrt,transportasi,synthetic,lrt,3
kereta api,transportasi,synthetic,kereta api,10
tiket kereta,transportasi,synthetic,tiket kereta,12
kai,transportasi,synthetic,kai,3
naik krl,transportasi,synthetic,krl,3
naik mrt,transportasi,synthetic,mrt,3
bus antar kota,transportasi,synthetic,bus kota,8
bus damri,transportasi,synthetic,bus damri,9
bus primajasa,transportasi,synthetic,bus primajasa,13
travel bus,transportasi,synthetic,travel bus,10
tiket bus,transportasi,synthetic,tiket bus,9
bentor,transportasi,synthetic,bentor,6
becak,transportasi,synthetic,becak,5
bajaj,transportasi,synthetic,bajaj,5
bemo,transportasi,synthetic,bemo,4
mikrolet,transportasi,synthetic,mikrolet,8
parkir motor,transportasi,synthetic,parkir motor,12
parkir mobil,transportasi,synthetic,parkir mobil,12
bayar parkir,transportasi,synthetic,bayar parkir,12
karcis parkir,transportasi,synthetic,karcis parkir,13
parkir mall,transportasi,synthetic,parkir mall,11
tol,transportasi,synthetic,tol,3
bayar tol,transportasi,synthetic,bayar tol,9
etoll,transportasi,synthetic,etoll,5
tol jagorawi,transportasi,synthetic,tol jagorawi,12
tol cipularang,transportasi,synthetic,tol cipularang,14
tol dalam kota,transportasi,synthetic,tol kota,8
biaya tol,transportasi,synthetic,biaya tol,9
masuk tol,transportasi,synthetic,tol,3
tiket tol,transportasi,synthetic,tiket tol,9
isi etoll,transportasi,synthetic,isi etoll,9
servis motor,transportasi,synthetic,servis motor,12
servis mobil,transportasi,synthetic,servis mobil,12
ganti oli,transportasi,synthetic,ganti oli,9
oli mesin,transportasi,synthetic,oli mesin,9
oli gardan,transportasi,synthetic,oli gardan,10
tambal ban,transportasi,synthetic,tambal ban,10
ganti ban,transportasi,synthetic,ganti ban,9
ban baru,transportasi,synthetic,ban,3
ban motor,transportasi,synthetic,ban motor,9
ban mobil,transportasi,synthetic,ban mobil,9
aki motor,transportasi,synthetic,aki motor,9
aki mobil,transportasi,synthetic,aki mobil,9
ganti aki,transportasi,synthetic,ganti aki,9
tune up motor,transportasi,synthetic,tune up motor,13
tune up mobil,transportasi,synthetic,tune up mobil,13
bengkel motor,transportasi,synthetic,bengkel motor,13
bengkel mobil,transportasi,synthetic,bengkel mobil,13
cuci motor,transportasi,synthetic,cuci motor,10
cuci mobil,transportasi,synthetic,cuci mobil,10
poles mobil,transportasi,synthetic,poles mobil,11
ganti kampas rem,transportasi,synthetic,ganti kampas rem,16
ganti busi,transportasi,synthetic,ganti busi,10
filter udara,transportasi,synthetic,filter udara,12
radiator,transportasi,synthetic,radiator,8
rantai motor,transportasi,synthetic,rantai motor,12
tiket pesawat,transportasi,synthetic,tiket pesawat,13
lion air,transportasi,synthetic,lion air,8
garuda indonesia,transportasi,synthetic,garuda indonesia,16
citilink,transportasi,synthetic,citilink,8
airasia,transportasi,synthetic,airasia,7
batik air,transportasi,synthetic,batik air,9
sriwijaya air,transportasi,synthetic,sriwijaya air,13
tiket kereta api,transportasi,synthetic,tiket kereta api,16
tiket kapal,transportasi,synthetic,tiket kapal,11
tiket ferry,transportasi,synthetic,tiket ferry,11
tiket travel,transportasi,synthetic,tiket travel,12
ongkir travel,transportasi,synthetic,ongkir travel,13
biaya perjalanan,transportasi,synthetic,biaya perjalanan,16
tiket pp,transportasi,synthetic,tiket pp,8
tiket pulang,transportasi,synthetic,tiket pulang,12
sewa motor,transportasi,synthetic,sewa motor,10
rental motor,transportasi,synthetic,rental motor,12
sewa mobil,transportasi,synthetic,sewa mobil,10
rental mobil,transportasi,synthetic,rental mobil,12
sewa scooter,transportasi,synthetic,sewa scooter,12
rent car,transportasi,synthetic,rent car,8
grab rental,transportasi,synthetic,grab rental,11
gocar sewa,transportasi,synthetic,gocar sewa,10
sewa sepeda,transportasi,synthetic,sewa sepeda,11
bike sharing,transportasi,synthetic,bike sharing,12
isi saldo emoney,transportasi,synthetic,isi saldo emoney,16
flazz,transportasi,synthetic,flazz,5
emoney mandiri,transportasi,synthetic,emoney mandiri,14
tapcash,transportasi,synthetic,tapcash,7
brizzi,transportasi,synthetic,brizzi,6
isi kartu krl,transportasi,synthetic,isi kartu krl,13
isi kartu mrt,transportasi,synthetic,isi kartu mrt,13
denda parkir,transportasi,synthetic,denda parkir,12
tilang,transportasi,synthetic,tilang,6
biaya sim,transportasi,synthetic,biaya sim,9
bensin,transportasi,synthetic,bensin,6
isi bensin,transportasi,synthetic,isi bensin,10
beli bensin,transportasi,synthetic,beli bensin,11
bensin pertamax,transportasi,synthetic,bensin pertamax,15
bensin pertalite,transportasi,synthetic,bensin pertalite,16
bensin premium,transportasi,synthetic,bensin premium,14
solar,transportasi,synthetic,solar,5
isi solar,transportasi,synthetic,isi solar,9
bbm,transportasi,synthetic,bbm,3
isi bbm,transportasi,synthetic,isi bbm,7
pertamina,transportasi,synthetic,pertamina,9
shell,transportasi,synthetic,shell,5
vivo bbm,transportasi,synthetic,vivo bbm,8
isi full tank,transportasi,synthetic,isi full tank,13
bensin motor,transportasi,synthetic,bensin motor,12
bensin mobil,transportasi,synthetic,bensin mobil,12
isi tangki,transportasi,synthetic,isi tangki,10
beli solar,transportasi,synthetic,beli solar,10
pertamax plus,transportasi,synthetic,pertamax plus,13
dex pertamina,transportasi,synthetic,dex pertamina,13
netflix,hiburan,synthetic,netflix,7
bayar netflix,hiburan,synthetic,bayar netflix,13
langganan netflix,hiburan,synthetic,langganan netflix,17
disney plus,hiburan,synthetic,disney plus,11
hbo go,hiburan,synthetic,hbo go,6
vidio premium,hiburan,synthetic,vidio premium,13
viu,hiburan,synthetic,viu,3
wetv,hiburan,synthetic,wetv,4
mola tv,hiburan,synthetic,mola tv,7
catchplay,hiburan,synthetic,catchplay,9
spotify,hiburan,synthetic,spotify,7
langganan spotify,hiburan,synthetic,langganan spotify,17
youtube premium,hiburan,synthetic,youtube premium,15
apple music,hiburan,synthetic,apple music,11
joox,hiburan,synthetic,joox,4
deezer,hiburan,synthetic,deezer,6
tidal,hiburan,synthetic,tidal,5
langganan musik,hiburan,synthetic,langganan musik,15
streaming musik,hiburan,synthetic,streaming musik,15
podcast premium,hiburan,synthetic,podcast premium,15
top up mobile legends,hiburan,synthetic,top up mobile legends,21
top up ml,hiburan,synthetic,top up ml,9
top up pubg,hiburan,synthetic,top up pubg,11
top up free fire,hiburan,synthetic,top up free fire,16
top up genshin,hiburan,synthetic,top up genshin,14
top up valorant,hiburan,synthetic,top up valorant,15
top up steam,hiburan,synthetic,top up steam,12
beli game steam,hiburan,synthetic,beli game steam,15
beli game ps5,hiburan,synthetic,beli game ps,12
beli game xbox,hiburan,synthetic,beli game xbox,14
nintendo switch game,hiburan,synthetic,nintendo switch game,20
top up garena,hiburan,synthetic,top up garena,13
top up roblox,hiburan,synthetic,top up roblox,13
top up among us,hiburan,synthetic,top up among us,15
top up ragnarok,hiburan,synthetic,top up ragnarok,15
top up aov,hiburan,synthetic,top up aov,10
diamond ml,hiburan,synthetic,diamond ml,10
uc pubg,hiburan,synthetic,uc pubg,7
ff diamond,hiburan,synthetic,ff diamond,10
genesis crystal genshin,hiburan,synthetic,genesis crystal genshin,23
playstation plus,hiburan,synthetic,playstation plus,16
xbox game pass,hiburan,synthetic,xbox game pass,14
ea play,hiburan,synthetic,ea play,7
ubisoft plus,hiburan,synthetic,ubisoft plus,12
nonton bioskop,hiburan,synthetic,nonton bioskop,14
tiket bioskop,hiburan,synthetic,tiket bioskop,13
cgv,hiburan,synthetic,cgv,3
cinepolis,hiburan,synthetic,cinepolis,9
xxi,hiburan,synthetic,xxi,3
cinemaxx,hiburan,synthetic,cinemaxx,8
nonton,hiburan,synthetic,nonton,6
beli tiket nonton,hiburan,synthetic,beli tiket nonton,17
konser,hiburan,synthetic,konser,6
festival musik,hiburan,synthetic,festival musik,14
tiket festival,hiburan,synthetic,tiket festival,14
nonton konser,hiburan,synthetic,nonton konser,13
stand up comedy,hiburan,synthetic,stand up comedy,15
tiket stand up,hiburan,synthetic,tiket stand up,14
wayang,hiburan,synthetic,wayang,6
pertunjukan seni,hiburan,synthetic,pertunjukan seni,16
teater,hiburan,synthetic,teater,6
tiket masuk wahana,hiburan,synthetic,tiket wahana,12
dufan,hiburan,synthetic,dufan,5
taman safari,hiburan,synthetic,taman safari,12
ancol,hiburan,synthetic,ancol,5
ragunan,hiburan,synthetic,ragunan,7
tiket kebun binatang,hiburan,synthetic,tiket kebun binatang,20
water boom,hiburan,synthetic,water boom,10
kolam renang,hiburan,synthetic,kolam renang,12
tiket wisata,hiburan,synthetic,tiket wisata,12
taman hiburan,hiburan,synthetic,taman hiburan,13
tiket masuk museum,hiburan,synthetic,tiket museum,12
wisata alam,hiburan,synthetic,wisata alam,11
glamping,hiburan,synthetic,glamping,8
tiket rafting,hiburan,synthetic,tiket rafting,13
paintball,hiburan,synthetic,paintball,9
go kart,hiburan,synthetic,go kart,7
bowling,hiburan,synthetic,bowling,7
laser game,hiburan,synthetic,laser game,10
karaoke,hiburan,synthetic,karaoke,7
inul vizta,hiburan,synthetic,inul vizta,10
happy puppy,hiburan,synthetic,happy puppy,11
nav karaoke,hiburan,synthetic,nav karaoke,11
karaoke family,hiburan,synthetic,karaoke family,14
billiard,hiburan,synthetic,billiard,8
futsal,hiburan,synthetic,futsal,6
badminton,hiburan,synthetic,badminton,9
voli,hiburan,synthetic,voli,4
tenis,hiburan,synthetic,tenis,5
gym,hiburan,synthetic,gym,3
fitness center,hiburan,synthetic,fitness center,14
kolam renang gym,hiburan,synthetic,kolam renang gym,16
climbing,hiburan,synthetic,climbing,8
archery,hiburan,synthetic,archery,7
buku novel,hiburan,synthetic,buku novel,10
komik,hiburan,synthetic,komik,5
manga,hiburan,synthetic,manga,5
beli buku,hiburan,synthetic,beli buku,9
jalan jalan mall,hiburan,synthetic,jalan jalan mall,16
nongkrong cafe,hiburan,synthetic,nongkrong cafe,14
hangout,hiburan,synthetic,hangout,7
nongkrong,hiburan,synthetic,nongkrong,9
piknik,hiburan,synthetic,piknik,6
camping,hiburan,synthetic,camping,7
hiking,hiburan,synthetic,hiking,6
liburan,hiburan,synthetic,liburan,7
wisata,hiburan,synthetic,wisata,6
foto studio,hiburan,synthetic,foto studio,11
photobooth,hiburan,synthetic,photobooth,10
selfie studio,hiburan,synthetic,selfie studio,13
foto polaroid,hiburan,synthetic,foto polaroid,13
cetak foto,hiburan,synthetic,cetak foto,10
escape room,hiburan,synthetic,escape room,11
museum lilin,hiburan,synthetic,museum lilin,12
museum interaktif,hiburan,synthetic,museum interaktif,17
pameran seni,hiburan,synthetic,pameran seni,12
canva pro,hiburan,synthetic,canva pro,9
adobe creative,hiburan,synthetic,adobe creative,14
grammarly,hiburan,synthetic,grammarly,9
notion premium,hiburan,synthetic,notion premium,14
zoom premium,hiburan,synthetic,zoom premium,12
microsoft 365,hiburan,synthetic,microsoft,9
google one,hiburan,synthetic,google one,10
icloud storage,hiburan,synthetic,icloud storage,14
duolingo plus,hiburan,synthetic,duolingo plus,13
coursera,hiburan,synthetic,coursera,8
udemy,hiburan,synthetic,udemy,5
skillshare,hiburan,synthetic,skillshare,10
masterclass,hiburan,synthetic,masterclass,11
netflix,hiburan,synthetic,netflix,7
bayar netflix,hiburan,synthetic,bayar netflix,13
langganan netflix,hiburan,synthetic,langganan netflix,17
disney plus,hiburan,synthetic,disney plus,11
hbo go,hiburan,synthetic,hbo go,6
vidio premium,hiburan,synthetic,vidio premium,13
viu,hiburan,synthetic,viu,3
wetv,hiburan,synthetic,wetv,4
mola tv,hiburan,synthetic,mola tv,7
catchplay,hiburan,synthetic,catchplay,9
spotify,hiburan,synthetic,spotify,7
langganan spotify,hiburan,synthetic,langganan spotify,17
youtube premium,hiburan,synthetic,youtube premium,15
apple music,hiburan,synthetic,apple music,11
joox,hiburan,synthetic,joox,4
deezer,hiburan,synthetic,deezer,6
tidal,hiburan,synthetic,tidal,5
langganan musik,hiburan,synthetic,langganan musik,15
streaming musik,hiburan,synthetic,streaming musik,15
podcast premium,hiburan,synthetic,podcast premium,15
top up mobile legends,hiburan,synthetic,top up mobile legends,21
top up ml,hiburan,synthetic,top up ml,9
top up pubg,hiburan,synthetic,top up pubg,11
top up free fire,hiburan,synthetic,top up free fire,16
top up genshin,hiburan,synthetic,top up genshin,14
top up valorant,hiburan,synthetic,top up valorant,15
top up steam,hiburan,synthetic,top up steam,12
beli game steam,hiburan,synthetic,beli game steam,15
beli game ps5,hiburan,synthetic,beli game ps,12
beli game xbox,hiburan,synthetic,beli game xbox,14
nintendo switch game,hiburan,synthetic,nintendo switch game,20
top up garena,hiburan,synthetic,top up garena,13
top up roblox,hiburan,synthetic,top up roblox,13
top up among us,hiburan,synthetic,top up among us,15
top up ragnarok,hiburan,synthetic,top up ragnarok,15
top up aov,hiburan,synthetic,top up aov,10
diamond ml,hiburan,synthetic,diamond ml,10
uc pubg,hiburan,synthetic,uc pubg,7
ff diamond,hiburan,synthetic,ff diamond,10
genesis crystal genshin,hiburan,synthetic,genesis crystal genshin,23
playstation plus,hiburan,synthetic,playstation plus,16
xbox game pass,hiburan,synthetic,xbox game pass,14
ea play,hiburan,synthetic,ea play,7
ubisoft plus,hiburan,synthetic,ubisoft plus,12
nonton bioskop,hiburan,synthetic,nonton bioskop,14
tiket bioskop,hiburan,synthetic,tiket bioskop,13
cgv,hiburan,synthetic,cgv,3
cinepolis,hiburan,synthetic,cinepolis,9
xxi,hiburan,synthetic,xxi,3
cinemaxx,hiburan,synthetic,cinemaxx,8
nonton,hiburan,synthetic,nonton,6
beli tiket nonton,hiburan,synthetic,beli tiket nonton,17
konser,hiburan,synthetic,konser,6
festival musik,hiburan,synthetic,festival musik,14
tiket festival,hiburan,synthetic,tiket festival,14
nonton konser,hiburan,synthetic,nonton konser,13
stand up comedy,hiburan,synthetic,stand up comedy,15
tiket stand up,hiburan,synthetic,tiket stand up,14
wayang,hiburan,synthetic,wayang,6
pertunjukan seni,hiburan,synthetic,pertunjukan seni,16
teater,hiburan,synthetic,teater,6
tiket masuk wahana,hiburan,synthetic,tiket wahana,12
dufan,hiburan,synthetic,dufan,5
taman safari,hiburan,synthetic,taman safari,12
ancol,hiburan,synthetic,ancol,5
ragunan,hiburan,synthetic,ragunan,7
tiket kebun binatang,hiburan,synthetic,tiket kebun binatang,20
water boom,hiburan,synthetic,water boom,10
kolam renang,hiburan,synthetic,kolam renang,12
tiket wisata,hiburan,synthetic,tiket wisata,12
taman hiburan,hiburan,synthetic,taman hiburan,13
tiket masuk museum,hiburan,synthetic,tiket museum,12
wisata alam,hiburan,synthetic,wisata alam,11
glamping,hiburan,synthetic,glamping,8
tiket rafting,hiburan,synthetic,tiket rafting,13
paintball,hiburan,synthetic,paintball,9
go kart,hiburan,synthetic,go kart,7
bowling,hiburan,synthetic,bowling,7
laser game,hiburan,synthetic,laser game,10
karaoke,hiburan,synthetic,karaoke,7
inul vizta,hiburan,synthetic,inul vizta,10
happy puppy,hiburan,synthetic,happy puppy,11
nav karaoke,hiburan,synthetic,nav karaoke,11
karaoke family,hiburan,synthetic,karaoke family,14
billiard,hiburan,synthetic,billiard,8
futsal,hiburan,synthetic,futsal,6
badminton,hiburan,synthetic,badminton,9
voli,hiburan,synthetic,voli,4
tenis,hiburan,synthetic,tenis,5
gym,hiburan,synthetic,gym,3
fitness center,hiburan,synthetic,fitness center,14
kolam renang gym,hiburan,synthetic,kolam renang gym,16
climbing,hiburan,synthetic,climbing,8
archery,hiburan,synthetic,archery,7
buku novel,hiburan,synthetic,buku novel,10
komik,hiburan,synthetic,komik,5
manga,hiburan,synthetic,manga,5
beli buku,hiburan,synthetic,beli buku,9
jalan jalan mall,hiburan,synthetic,jalan jalan mall,16
nongkrong cafe,hiburan,synthetic,nongkrong cafe,14
hangout,hiburan,synthetic,hangout,7
nongkrong,hiburan,synthetic,nongkrong,9
piknik,hiburan,synthetic,piknik,6
camping,hiburan,synthetic,camping,7
hiking,hiburan,synthetic,hiking,6
liburan,hiburan,synthetic,liburan,7
wisata,hiburan,synthetic,wisata,6
foto studio,hiburan,synthetic,foto studio,11
photobooth,hiburan,synthetic,photobooth,10
selfie studio,hiburan,synthetic,selfie studio,13
foto polaroid,hiburan,synthetic,foto polaroid,13
cetak foto,hiburan,synthetic,cetak foto,10
escape room,hiburan,synthetic,escape room,11
museum lilin,hiburan,synthetic,museum lilin,12
museum interaktif,hiburan,synthetic,museum interaktif,17
pameran seni,hiburan,synthetic,pameran seni,12
canva pro,hiburan,synthetic,canva pro,9
adobe creative,hiburan,synthetic,adobe creative,14
grammarly,hiburan,synthetic,grammarly,9
notion premium,hiburan,synthetic,notion premium,14
zoom premium,hiburan,synthetic,zoom premium,12
microsoft 365,hiburan,synthetic,microsoft,9
google one,hiburan,synthetic,google one,10
icloud storage,hiburan,synthetic,icloud storage,14
duolingo plus,hiburan,synthetic,duolingo plus,13
coursera,hiburan,synthetic,coursera,8
udemy,hiburan,synthetic,udemy,5
skillshare,hiburan,synthetic,skillshare,10
masterclass,hiburan,synthetic,masterclass,11
netflix,hiburan,synthetic,netflix,7
bayar netflix,hiburan,synthetic,bayar netflix,13
langganan netflix,hiburan,synthetic,langganan netflix,17
disney plus,hiburan,synthetic,disney plus,11
hbo go,hiburan,synthetic,hbo go,6
vidio premium,hiburan,synthetic,vidio premium,13
viu,hiburan,synthetic,viu,3
wetv,hiburan,synthetic,wetv,4
mola tv,hiburan,synthetic,mola tv,7
catchplay,hiburan,synthetic,catchplay,9
spotify,hiburan,synthetic,spotify,7
langganan spotify,hiburan,synthetic,langganan spotify,17
youtube premium,hiburan,synthetic,youtube premium,15
apple music,hiburan,synthetic,apple music,11
joox,hiburan,synthetic,joox,4
deezer,hiburan,synthetic,deezer,6
tidal,hiburan,synthetic,tidal,5
langganan musik,hiburan,synthetic,langganan musik,15
streaming musik,hiburan,synthetic,streaming musik,15
podcast premium,hiburan,synthetic,podcast premium,15
top up mobile legends,hiburan,synthetic,top up mobile legends,21
top up ml,hiburan,synthetic,top up ml,9
top up pubg,hiburan,synthetic,top up pubg,11
top up free fire,hiburan,synthetic,top up free fire,16
top up genshin,hiburan,synthetic,top up genshin,14
top up valorant,hiburan,synthetic,top up valorant,15
top up steam,hiburan,synthetic,top up steam,12
beli game steam,hiburan,synthetic,beli game steam,15
beli game ps5,hiburan,synthetic,beli game ps,12
beli game xbox,hiburan,synthetic,beli game xbox,14
nintendo switch game,hiburan,synthetic,nintendo switch game,20
top up garena,hiburan,synthetic,top up garena,13
alfamidi,belanja,synthetic,alfamidi,8
lawson,belanja,synthetic,lawson,6
circle k,belanja,synthetic,circle,6
superindo,belanja,synthetic,superindo,9
hypermart,belanja,synthetic,hypermart,9
carrefour,belanja,synthetic,carrefour,9
hero supermarket,belanja,synthetic,hero supermarket,16
giant,belanja,synthetic,giant,5
lottemart,belanja,synthetic,lottemart,9
transmart,belanja,synthetic,transmart,9
yogya,belanja,synthetic,yogya,5
borma,belanja,synthetic,borma,5
tip top,belanja,synthetic,tip top,7
beli di alfamart,belanja,synthetic,beli alfamart,13
beli di indomaret,belanja,synthetic,beli indomaret,14
belanja supermarket,belanja,synthetic,belanja supermarket,19
belanja bulanan,belanja,synthetic,belanja bulanan,15
sabun mandi,belanja,synthetic,sabun mandi,11
sabun lifebuoy,belanja,synthetic,sabun lifebuoy,14
sabun dettol,belanja,synthetic,sabun dettol,12
sabun dove,belanja,synthetic,sabun dove,10
lux sabun,belanja,synthetic,lux sabun,9
shampoo,belanja,synthetic,shampoo,7
shampoo clear,belanja,synthetic,shampoo clear,13
shampoo pantene,belanja,synthetic,shampoo pantene,15
shampoo head shoulders,belanja,synthetic,shampoo head shoulders,22
kondisioner,belanja,synthetic,kondisioner,11
sabun cuci muka,belanja,synthetic,sabun cuci muka,15
facial wash,belanja,synthetic,facial wash,11
sabun cuci tangan,belanja,synthetic,sabun cuci tangan,17
sikat gigi,belanja,synthetic,sikat gigi,10
odol pepsodent,belanja,synthetic,odol pepsodent,14
odol sensodyne,belanja,synthetic,odol sensodyne,14
odol closeup,belanja,synthetic,odol closeup,12
deodorant,belanja,synthetic,deodorant,9
parfum,belanja,synthetic,parfum,6
body lotion,belanja,synthetic,body lotion,11
hand sanitizer,belanja,synthetic,hand sanitizer,14
antiseptik,belanja,synthetic,antiseptik,10
tisu basah,belanja,synthetic,tisu basah,10
kapas,belanja,synthetic,kapas,5
cotton bud,belanja,synthetic,cotton bud,10
pembalut,belanja,synthetic,pembalut,8
detergen,belanja,synthetic,detergen,8
rinso,belanja,synthetic,rinso,5
attack detergen,belanja,synthetic,attack detergen,15
so klin,belanja,synthetic,so klin,7
detergen bubuk,belanja,synthetic,detergen bubuk,14
detergen cair,belanja,synthetic,detergen cair,13
softener,belanja,synthetic,softener,8
pewangi pakaian,belanja,synthetic,pewangi pakaian,15
molto,belanja,synthetic,molto,5
downy,belanja,synthetic,downy,5
sabun cuci piring,belanja,synthetic,sabun cuci piring,17
sunlight,belanja,synthetic,sunlight,8
mama lime,belanja,synthetic,mama lime,9
pel lantai,belanja,synthetic,pel lantai,10
karbol,belanja,synthetic,karbol,6
wipol,belanja,synthetic,wipol,5
baygon,belanja,synthetic,baygon,6
obat nyamuk,belanja,synthetic,obat nyamuk,11
hit obat nyamuk,belanja,synthetic,hit obat nyamuk,15
autan lotion,belanja,synthetic,autan lotion,12
skincare,belanja,synthetic,skincare,8
moisturizer,belanja,synthetic,moisturizer,11
serum wajah,belanja,synthetic,serum wajah,11
sunscreen,belanja,synthetic,sunscreen,9
spf lotion,belanja,synthetic,spf lotion,10
toner,belanja,synthetic,toner,5
micellar water,belanja,synthetic,micellar water,14
makeup,belanja,synthetic,makeup,6
foundation,belanja,synthetic,foundation,10
bedak,belanja,synthetic,bedak,5
lipstik,belanja,synthetic,lipstik,7
lipbalm,belanja,synthetic,lipbalm,7
blush on,belanja,synthetic,blush on,8
maskara,belanja,synthetic,maskara,7
eyeliner,belanja,synthetic,eyeliner,8
skincare wardah,belanja,synthetic,skincare wardah,15
emina,belanja,synthetic,emina,5
ms glow,belanja,synthetic,ms glow,7
somethinc,belanja,synthetic,somethinc,9
skintific,belanja,synthetic,skintific,9
beli baju,belanja,synthetic,beli baju,9
beli kaos,belanja,synthetic,beli kaos,9
kemeja,belanja,synthetic,kemeja,6
celana jeans,belanja,synthetic,celana jeans,12
celana pendek,belanja,synthetic,celana pendek,13
jaket,belanja,synthetic,jaket,5
hoodie,belanja,synthetic,hoodie,6
dress,belanja,synthetic,dress,5
gamis,belanja,synthetic,gamis,5
hijab,belanja,synthetic,hijab,5
beli sepatu,belanja,synthetic,beli sepatu,11
sandal,belanja,synthetic,sandal,6
sepatu sneakers,belanja,synthetic,sepatu sneakers,15
sepatu kerja,belanja,synthetic,sepatu,6
sendal jepit,belanja,synthetic,sendal jepit,12
tas,belanja,synthetic,tas,3
dompet,belanja,synthetic,dompet,6
ikat pinggang,belanja,synthetic,ikat pinggang,13
topi,belanja,synthetic,topi,4
kacamata,belanja,synthetic,kacamata,8
beli charger,belanja,synthetic,beli charger,12
kabel data,belanja,synthetic,kabel data,10
earphone,belanja,synthetic,earphone,8
headset,belanja,synthetic,headset,7
powerbank,belanja,synthetic,powerbank,9
casing hp,belanja,synthetic,casing hp,9
pelindung layar,belanja,synthetic,pelindung layar,15
mouse,belanja,synthetic,mouse,5
keyboard,belanja,synthetic,keyboard,8
flashdisk,belanja,synthetic,flashdisk,9
lampu led,belanja,synthetic,lampu led,9
baterai,belanja,synthetic,baterai,7
bolpoin,belanja,synthetic,bolpoin,7
pulpen,belanja,synthetic,pulpen,6
buku tulis,belanja,synthetic,buku tulis,10
perlengkapan dapur,belanja,synthetic,perlengkapan dapur,18
piring,belanja,synthetic,piring,6
gelas,belanja,synthetic,gelas,5
sendok garpu,belanja,synthetic,sendok garpu,12
wajan,belanja,synthetic,wajan,5
ember,belanja,synthetic,ember,5
sapu,belanja,synthetic,sapu,4
pel,belanja,synthetic,pel,3
sikat wc,belanja,synthetic,sikat wc,8
tempat sampah,belanja,synthetic,sampah,6
hanger baju,belanja,synthetic,hanger baju,11
gantungan,belanja,synthetic,gantungan,9
bantal,belanja,synthetic,bantal,6
sprei,belanja,synthetic,sprei,5
handuk,belanja,synthetic,handuk,6
alfamidi,belanja,synthetic,alfamidi,8
lawson,belanja,synthetic,lawson,6
circle k,belanja,synthetic,circle,6
superindo,belanja,synthetic,superindo,9
hypermart,belanja,synthetic,hypermart,9
carrefour,belanja,synthetic,carrefour,9
hero supermarket,belanja,synthetic,hero supermarket,16
giant,belanja,synthetic,giant,5
lottemart,belanja,synthetic,lottemart,9
transmart,belanja,synthetic,transmart,9
yogya,belanja,synthetic,yogya,5
borma,belanja,synthetic,borma,5
tip top,belanja,synthetic,tip top,7
beli di alfamart,belanja,synthetic,beli alfamart,13
beli di indomaret,belanja,synthetic,beli indomaret,14
belanja supermarket,belanja,synthetic,belanja supermarket,19
belanja bulanan,belanja,synthetic,belanja bulanan,15
sabun mandi,belanja,synthetic,sabun mandi,11
sabun lifebuoy,belanja,synthetic,sabun lifebuoy,14
sabun dettol,belanja,synthetic,sabun dettol,12
sabun dove,belanja,synthetic,sabun dove,10
lux sabun,belanja,synthetic,lux sabun,9
shampoo,belanja,synthetic,shampoo,7
shampoo clear,belanja,synthetic,shampoo clear,13
shampoo pantene,belanja,synthetic,shampoo pantene,15
shampoo head shoulders,belanja,synthetic,shampoo head shoulders,22
kondisioner,belanja,synthetic,kondisioner,11
sabun cuci muka,belanja,synthetic,sabun cuci muka,15
facial wash,belanja,synthetic,facial wash,11
sabun cuci tangan,belanja,synthetic,sabun cuci tangan,17
sikat gigi,belanja,synthetic,sikat gigi,10
odol pepsodent,belanja,synthetic,odol pepsodent,14
odol sensodyne,belanja,synthetic,odol sensodyne,14
odol closeup,belanja,synthetic,odol closeup,12
deodorant,belanja,synthetic,deodorant,9
parfum,belanja,synthetic,parfum,6
body lotion,belanja,synthetic,body lotion,11
hand sanitizer,belanja,synthetic,hand sanitizer,14
antiseptik,belanja,synthetic,antiseptik,10
tisu basah,belanja,synthetic,tisu basah,10
kapas,belanja,synthetic,kapas,5
cotton bud,belanja,synthetic,cotton bud,10
pembalut,belanja,synthetic,pembalut,8
detergen,belanja,synthetic,detergen,8
rinso,belanja,synthetic,rinso,5
attack detergen,belanja,synthetic,attack detergen,15
so klin,belanja,synthetic,so klin,7
detergen bubuk,belanja,synthetic,detergen bubuk,14
detergen cair,belanja,synthetic,detergen cair,13
softener,belanja,synthetic,softener,8
pewangi pakaian,belanja,synthetic,pewangi pakaian,15
molto,belanja,synthetic,molto,5
downy,belanja,synthetic,downy,5
sabun cuci piring,belanja,synthetic,sabun cuci piring,17
sunlight,belanja,synthetic,sunlight,8
mama lime,belanja,synthetic,mama lime,9
pel lantai,belanja,synthetic,pel lantai,10
karbol,belanja,synthetic,karbol,6
wipol,belanja,synthetic,wipol,5
baygon,belanja,synthetic,baygon,6
obat nyamuk,belanja,synthetic,obat nyamuk,11
hit obat nyamuk,belanja,synthetic,hit obat nyamuk,15
autan lotion,belanja,synthetic,autan lotion,12
skincare,belanja,synthetic,skincare,8
moisturizer,belanja,synthetic,moisturizer,11
serum wajah,belanja,synthetic,serum wajah,11
sunscreen,belanja,synthetic,sunscreen,9
spf lotion,belanja,synthetic,spf lotion,10
toner,belanja,synthetic,toner,5
micellar water,belanja,synthetic,micellar water,14
makeup,belanja,synthetic,makeup,6
foundation,belanja,synthetic,foundation,10
bedak,belanja,synthetic,bedak,5
lipstik,belanja,synthetic,lipstik,7
lipbalm,belanja,synthetic,lipbalm,7
blush on,belanja,synthetic,blush on,8
maskara,belanja,synthetic,maskara,7
